,Unnamed: 0,listing_id,id,date,reviewer_id,reviewer_name,comments,langs,room_type,calculated_host_listings_count,is_superhost
222,596,90694,179471986,2017-08-07,129549327,Sebastian,A lovely apartment and very centrally located.,en,Entire home/apt,3,No
223,597,90694,221993655,2017-12-28,132867759,Fabricio Matheus,"Amazing place, location, hospitality, very clean and quite neighborhood. It's perfect for a couple that is looking to take a great rest and enjoy this lovely city.
It's close to 2 subway stations, good restaurant and 2 important turistic points: Cerro San Cristoban and Costanera Mall.
The building offers beautiful view in the terrace to almost all Santiago, great place to delight a sunset.",en,Entire home/apt,3,No
224,598,90694,417810689,2019-02-28,8781910,Bruno,"The PROS

The apartment is well located, close to metro station and quick uber ride to most of the popular tourist spots. It has everything one needs to survive a few days vacation however, if you’re staying long periods of time, some things might tick you off as it did for me. The response time from everyone was great and everything i asked while I was there they did (only a couple of things)..

The CONS (for long stays in my view as I stayed almost 2 months for work)

There is no couch, only 2 VERY uncomfortable chairs. If you want to lounge and decompress after a long day of work, these chairs will not do. The tub in the bathroom has partial coverage, so most of the water WILL spill out, no matter how careful and the bathroom rug was ALWAYS soaked and at times i had to hang it from the balcony to dry. I would suggest investing in a complete closure (it’s not that expensive). The sink faucet is too small for the vessel sink, washing hands is nearly impossible (again, another cheap investment). The a/c works fine for the bedroom, but it is not enough for the entire apartment. I was there in the summer, i hate the heat and it was almost impossible to stay in the living room during the day specially because the aptm is facing west (afternoon sun exposure). This is my opinion as freezing A/C is a MUST for me. The building has a pool but forget about using it on weekends in the summer, it’s tiny and if more than 5 people are up there at a time, you have to sit on the floor in the pool surroundings.",en,Entire home/apt,3,No
225,599,92240,2962483,2012-11-25,1609055,Elvira,"Close to the airport, cosy room and Bernadita was very nice!",en,Private room,3,No
226,600,92240,5466497,2013-07-01,1183588,Rodrigo,"I stayed only for one night, but it showed me the quality of the room and attention in Bernardita accommodate you nicely. And it is very near to the airport.",en,Private room,3,No
227,602,92240,8152162,2013-10-18,8722179,Prue,"I am really grateful for a lovely brief stay at Bernardita's place between flights. Bernardita took very good care of me and my 7 month old, making me feel very at home and comfortable and also managing to obtain a baby seat for the airport pick up and drop off. Highly recommended for those needing to be close to the airport. You pay 20.000 plus the parking fee Bernardita pays.",en,Private room,3,No
228,603,92240,9451149,2013-12-29,8827364,Philipp,"Bernardita was an excellent host! She was very kind and helped me a lot, especially with providing transfers to the metro station and to the airport in the early morning. The apartment was clean and well stocked with a comfortable bed and private bathroom. The neighborhood was quite and nice.
I would definitely rent from Bernardita again!",en,Private room,3,No
229,604,92240,10505521,2014-02-22,12174485,Jouni,"It was very interesting to spend few days at Bernardita's home. She is nice, helpful and understands needs of a traveller. I spent hours with her just talking and talking. With my bad Spanish... but I understood a lot because she can speak slowly. She understand also English enough.
Her Place is a three storey apartment, good for 1-5 persons. The room I got was little but clean and big enough, having own TV and WC/bath. Kitchen and living room are not big but there is space enough. I think her Place is a good excample about a regular Chilene living?
I learned very soon how to travel in Santiago, by Bernardita's help. The location of the house is fine and easy to find, the area is peaceful and safe.
I warmly recommend her Place, the price comparing to quality is good.",en,Private room,3,No
230,605,92240,13939938,2014-06-08,15725889,Flavio,It solved my problem: to stay overnight in Santiago when I have flight connections. You get there in +/- 20 minutes.  Helpful and nice host Bernardita is a plus. ,en,Private room,3,No
231,607,92240,15742253,2014-07-15,17066791,Jihoon,The reservation was canceled 30 days before arrival. This is an automated posting.,en,Private room,3,No
232,608,92240,15870310,2014-07-17,7659104,Nathan,"Everything was exactly as expected and beyond.  Bernardita made me feel like a part of her home!  The location is convenient to the airport, which was perfect for me since I had an overnight layover in Santiago.  Everything was great!",en,Private room,3,No
233,609,92240,15966914,2014-07-19,16762047,Yuehong,"I am from China and went to Chile for business trip.I was lucky to live in Bernardite's home.She really is a very very kind person.She take care of me  very considerably,also she gave me many many other help which making my business trip very smoothly.Here I sincerely say:thank her very much...I had a very gooood time in Chile.",en,Private room,3,No
234,610,92240,20887735,2014-10-06,20928176,Michael,"It was by far the best airbnb experience I've ever had! Bernardita and her son were very passionate, warm and friendly. I really felt like being at home. Although I can't speak Spanish and she can speak a little bit English, I enjoyed her company so much. Definitely a very memorable experience!
The room was great! The bed was large and comfortable. It's very well equipped and private. Beautifully decorated. Bernardita even made the curtain of the room!
Location: it's perfect for layover. If you want to stay away from the city center and experience the local life, this is the great place. It's close to Pajaritos station but needs a bit of walking. The neighborhood is quiet and safe. Restaurants are around.
I highly recommend this place. I would definitely stay at this place again when I come to Santiago again!",en,Private room,3,No
235,612,92240,22891567,2014-11-17,1552791,Brad,"Bernardita was the BEST host! So warm, friendly and welcoming. Even though I only stayed for one night, I felt right at home and made a new friend. Her house is within walking distance of the Pajaritos metro and bus station. From there it's an easy and cheap 15 min. bus ride to the airport. The private room/bath has everything you need and if not, Bernardita will bend over backwards to make sure you're comfortable.  She even got up before 5 a.m. to make sure I had breakfast before going to the airport. So sweet!  I highly recommend Bernardita's place.",en,Private room,3,No
236,613,92240,23306146,2014-11-28,13844145,Masako,"It was my first visit to Chile or South America, and I am so glad that I decided to stay at Bernardita's, rather than an apt hotel which I originally thought of staying at throughout my stay in Santiago. 

Bernardita made sure that everything would go smoothly by promptly responding to my inquires before/after booking the room and being there for me during my stay.  Understanding the concerns about the water/food, she prepared meals using the purified water and disinfecting/washing fruits and vegetables without showing any sign of annoyance. I could feel that what is important for her is to make sure her guests are having a great time. 

Bernardita is so giving, and so are her friends and family members who all made me feel part of the family, despite my short stay.

Also, since Bernardita makes curtains and tailors clothes, she has an excellent taste in fabric, which explains the high quality of the bed sheets, bed covers, etc. that she made herself!

My stay in Santiago was unbelievable, and I would like to thank her to make that possible!",en,Private room,3,No
237,616,92240,24865828,2015-01-03,8918291,Monique,"Muchas gracias Bernardita fue un plaser enorme conocer te. Eres una mujer muy amable y la anfitriona perfecta. Te desa la mejor y espero nos vemos un dia en el futuro. Bernardita ist die geborene Gastgeberin und man bekommt nicht nur ein schoenes Zimmer aber auch einen ganz persoenlichen Empfang in ihrem Haus. Ich kann es nur empfehlen. She is not only the perfect host but also gives you the feeling of arriving at home. Unfortunately I only stayed one night. It will be longer next time. :-) You will have a fanstastic stay at her house. Enjoy. Un abrazo Monique
",en,Private room,3,No
238,617,92240,25203765,2015-01-09,24317336,Jean,"Great stay, very convenient and a lovely room. Bernadita made me feel welcome and went out of her way to assist me getting around. Thanks so much!",en,Private room,3,No
239,618,92240,25989167,2015-02-01,22142914,Peggy,Bernadette welcomes you as part of the family and immediately feeds you fresh fruit and juice and is very helpful and tries to practice her English which is better than my Spanish. She is a very lovely host and her room is bright and clean.,en,Private room,3,No
240,619,92240,27564118,2015-03-07,10625704,John,"Bernardita was a fantastic host!  She picked us up from the airport and brought us to the grocery store for our hiking trip for a little extra.  She even took time to put together a meal for us, as we arrived late and we're leaving early. Her house was lovely and she is very warm and inviting.  We will definitely be staying here next time we come!",en,Private room,3,No
241,620,92240,28439462,2015-03-23,26706518,Dan,We took up Bernardita's offer to meet our flight. This was very kind of her and this kindness and care for her visitors continued through our short stay (only 12 hours). She was a gracious host. Although we did not share a language we managed to communicate well with the help of our cell-phone translation. Bernardita's home is quite close to the international airport and is in the same neighbourhood as a Police academy so it is particularly safe.,en,Private room,3,No
242,621,92240,30082285,2015-04-17,28201299,Hayley,"My whole experience was a very positive one. I had one night and half a day in Santiago between flights. Bernardita picked me up from the airport, on arrival at her home I met her lovely son and work colleague,  she put out cake, pastries, ham, cheese, etc and we engaged in a funny conversation using a phone app to communicate (my spanish is poor and her English is developing :-)).  Dinner was easy,  as restaurants are close. She also put on a great breakfast and was very helpful with me being gluten intolerant. She also joined me when I headed into the city, which was an easy bus and train ride in. As she works from home, she is so flexibl,  making her so suitable for being a helpful hostess.",en,Private room,3,No
243,623,92240,32770174,2015-05-21,11952374,Mark,"What a wonderful way to arrive in Santiago. Bernadita picked me up at the airport. She invited me for both lunch and dinner too and then next morning after breakfast took my back to the airport. 

Bernadita's house is very pleasant and in a very quiet street. The bed is very comfortable and the room has a private bathroom. 

I certainly recommend Bernadita as a wonderful host. If you are stopping in santiago overnight between flights the location is just about perfect.
",en,Private room,3,No
244,624,92240,32939029,2015-05-23,17879798,Tom,"The room was very comfortable with it's own bathroom (this was good since I spend most of my time sleeping and recovering from an 18 hour bus ride!)

Bernardita was very friendly (we communicated in a combination of my bad spanish, and Bernardita's somewhat better english!).

I was provided me with ample fresh fruit and a large breakfast. ",en,Private room,3,No
245,626,92240,39134528,2015-07-20,6352524,Lionel,"Everything was positive regarding my overnighter at Bernadita's.  I made the booking just 48hrs before when another arrangement I had failed at the last minute and I got an immediate response from Bernadita.  I arrived to a very warm welcome, a cup of coffee and some delicious lemon pie.  The room and private bathroom were very well presented.  The breakfast she provided was organised to my likes, not just needs.  I also made the most of her offer of a ride to the airport when I found the alternative shared taxi presented complications and was not possible at the time I wanted to go.  That was obviously very convenient for me and her rates were quite reasonable.
Bernadetta makes you feel right at home.  It really put my Spanish to the test - I had my longest Spanish conversation ever over a cup of tea in the afternoon.  Mind you she manages very well with non Spanish speakers too with some help from translator apps.
I will certainly share her hospitality again on future trips.",en,Private room,3,No
246,628,92240,39759791,2015-07-26,6505481,Ryan,"My experience with Bernardita was excellent. Our flight was delayed more than four hours and she still came to the airport to pick us up in the middle of the night. The room was comfortable and the breakfast was very good. Bernardita's was the perfect place to stay after arriving on a late flight to Santiago. She was very helpful, even giving us a lift to the bus station the next morning. ",en,Private room,3,No
247,629,92240,45480432,2015-09-03,8476021,Janiece,"Run, don't walk, to this location!  You won't find a kinder individual  Bernadita is for sure a super host!  From the moment of picking me up at the airport, she made me feel like a true friend.  I have never had a better experience staying with someone while abroad.  She aims to please and will try her very best to accommodate.  Her breakfast is delicious and ready when you are.  The room is as pictured (the bed and pillow are very comfortable) and comes with a private bathroom.  She enjoys meeting people from all over the world and she enjoys getting to know the guests.  I stayed a month with her and it was the best experience.  She shared all kinds of information to help me navigate the new city of Santiago.  I know you won't be disappointed.  On the contrary:  you'll be very glad you came here. ",en,Private room,3,No
248,630,92240,45786948,2015-09-06,13621938,Crystal,"Berny is a great host. She tries to make her guests feel like home, from making delicious breakfast, to driving guests around Santiago neighborhood. I had a great time staying with Berny, highly recommended",en,Private room,3,No
249,631,92240,54076437,2015-11-15,48166241,Atif,"I had an amazing experience staying with Bernardita. From the time I stepped into the house and to the time I got dropped off to the airport, I loved every moment of it. Bernardita treated me like family and even took me to a family birthday party in the countryside. I would HIGHLY recommend anyone to stay here if you want an awesome experience!!! Thank you Bernardita for all the great memories.
",en,Private room,3,No
250,633,92240,59894385,2016-01-17,16787409,Nicole,"I didn't end up getting to stay because I was not allowed to board my flight due to an issue with my passport.  I felt very bad as I was unable to get in touch with Bernardita, but she tried to contact me.",en,Private room,3,No
251,634,92240,65307602,2016-03-13,3501710,Rozlynn And Russell,"Bernardito was the perfect Airbnb host.  Her warm welcome at the airport made us feel immediately at home in Santiago.  Her home was even better than pictured and is located in a quiet and safe neighborhood.  She attended to all our needs and even took us to and from the nearby Metro station in her car.  We would definitely stay with her again in the future.

Rozlynn and Russell",en,Private room,3,No
252,635,92240,68254268,2016-04-03,12657724,Felipe,"Bernardita is a great host and took good care of me: On my arrival she was very kind to offer me tea and cookies, and the room also included breakfast! The room itself is clean, very comfortable, has a queen size bed and its own private bathroom. Bernardita's house is located in a safe neighborhood and only 15 min away from the airport (by car), it is also near ""Estacion Pajaritos"" (5 min by car, ~15 min walking) which provides easy access to Santiago's subway network and a bus station that takes you directly to Valparaiso and Vina del Mar.",en,Private room,3,No
253,636,92240,68854560,2016-04-07,1949415,Alun,"A delightful host ,Bernardita gave the warmest of hostings,provided me with meals alongside the room,I was able to practice my Spanish too,the location is so tranquil,access to the airport was 15 minutes drive early morning,it was a pleasure to stay here,muchas gracias Bernardita",en,Private room,3,No
254,637,92240,77968004,2016-06-04,49422919,Amy,"Bernardita was a great host!  I know very little Spanish, but she managed to make me feel comfortable and was willing to help me out when I needed it.  She provided a beautiful breakfast and was sweet enough to pick me up from the bus station nearby.  The room was great, with a very comfortable bed.  I went in winter expecting the heating to be central in the home, but it is not common for Chilean homes to have, so make sure to dress appropriately if you come during their winter!  There is a heating pad in the bed which was nice as well.  There were a few dogs barking outside my room, but at night, it was quiet enough to sleep well.  The shower is nice and hot, but the heat lasts shorter than in most US homes, so make sure not to take too long or you'll have to wait for it to warm up again.  Similar to most homes I experienced in Chile though, so not a big deal.  Overall, lovely woman to stay with in a big city!",en,Private room,3,No
255,638,92240,110129138,2016-10-24,78130919,Salonee,"I loved my stay witH Bernardita. She welcomed me at the airport with a smile and even had a night snack waiting incase I was hungry.
My amenities were outstanding including slippers electric blanket, towels, unlimited mineral water, personal bathroom, comfy bed and tv. 
I slep like a baby and woke up to a yummy breakfast and lift back to the airport
Bernadita was kind generous warm and like my stand in Chilean mother. I would highly recommend her and her beautiful safe home. Salonee 
",en,Private room,3,No
256,643,92240,225140478,2018-01-05,27119463,Robyn,I had an amazing stay at Bernardita's place after missing a flight. Her home is close to the airport and very comfortable and inviting. The listing is better than described and I enjoyed the breakfast as well. Bernardita exceeded all expectations with hospitality and was very warm and welcoming. I would definitely recommend this super host and look forward to returning again!,en,Private room,3,No
257,645,92240,270568567,2018-05-29,107870,Scarlett & Billy,"Bernardita was a lovely host and it was a pleasure to stay with her. Her apartment is close to Pajaritos metro station, and just about 15 minutes from the airport. Definitely recommend staying here if you need to be close to either of those places! ",en,Private room,3,No
258,648,100057,309074,2011-06-11,554730,T,The host canceled my reservation the day before arrival.,en,Private room,1,No
259,649,100057,918647,2012-02-13,1449211,Sergey,"Minuses: 
1. no internet, but the owner promised that if we stay he provides internet. Internet connection very important for me because I need to make my job every day and I told him about it. But during our stay nothing changed. It was just a promise. Internet was not provided even when I reminded him about it. He said it would take 3 days for installation. Gone 3 days no internet again. I asked him again and he began to ignore me. It was first signal.
2. To make us stay in his place He also promised moto tour around Santiago and tour to Vina del Mar on weekends. When we paid for this room he forgot everything  and it never happend.
3. Top of negative we got in our last 2 days staying when he had a night party with friends at 2 a.m. it was really noisy and we could not sleep. On the next day I asked him that it is our last night and we need to have a good sleep, please dont make a noise. He said okey and at 2 a.m we got a party again. I have no words about it.
4. It is a small room in a really small apartment maximum for 2 persons.
5. He lives with his girl friend but said before that he lives alone
6. He farms a weed on his balcony
7.The last action that made us sure that he is not appropriate person. When we was leaving we had no sleep all night (see point 3) and because of that forgot keys inside the room. We are sorry about it but we had no idea that he does not have extra keys. After this we started to recieve threatening messages in (Hidden by Airbnb) . He works at customs in the airport so he will tell his friends co-workers and will inform Interpol and we will have problems at a custom when we will leave the country. The most funny thing is that he forgot his keys in the appartment just a few days before.
After all mantioned above no pluses
Summary: be aware of this host!!!!",en,Private room,1,No
260,653,100908,446023,2011-08-15,68071,Luis,"Nitza is the perfect hostess. Her place is centrally located and is real safe. Her house  is 1 block from the metro.  If you have any questions about Santiago or Chile, she is presto to answer. She even get you a cup of coffee in the morning. I would not hesitate to go back. A real gem.",en,Private room,1,No
261,654,100908,495343,2011-09-02,140069,Leona M.,"Nitza displayed a very friendly and welcoming attitude toward me. She is an interesting person who answered all my ongoing questions and gave me tips about what to see and do in Santiago.  In addition, her son, Javier, proved to be very helpful.
The house itself is centrally well-located with easy access to transportation, and as you exit the house from the back patio, a green semi-tropical grouping of gardens greets you, which is very soothing in a big city.  My room included its own TV and computer, and I could cook in the kitchen if I desired, so I felt I had every comfort.  I really enjoyed my stay with Nitza and her family and would absolutely reserve there again if I return to Santiago.
Nitza es una mujer muy interesante, acogedora, y amable.  Ella contesto todas mis constantes preguntas y me dio informacion sobre Santiago.  Ademas, su hijo me ayudo en cosas technicas.
La casa en si esta muy bien ubicada con transporte muy cerca. Se ofrece jardines muy bonitos afuera, una cocina disponible, y un cuarto que incluya una television y un computador. Asi tuve todas las commodidades y me ha gustado mucho quedarme con Nitza y su familia.  Si regreso a Santiago, voy a reservar con ella de nuevo.",en,Private room,1,No
262,656,100908,640030,2011-10-17,947101,Zosia,"Nitza was a great hostess, and the house is lovely and in a great location. This is a great place to stay in Santiago.",en,Private room,1,No
263,657,100908,669847,2011-10-27,658243,Alice,"Nitza was a very nice host and we had nice talks together, thanks !",en,Private room,1,No
264,658,100908,798706,2011-12-21,1369214,Raju,"Nitza is very kind and helpful. Her house is centrally located, clean, safe and is about a 2 min walk to the subway. There are lots of attractions within the neighborhood and also a short subway ride away. I highly recommend this place. Thank you Nitza for your help. ",en,Private room,1,No
265,659,100908,1059953,2012-03-29,2005911,Peter,AAA+. Very good host. The place is near the Metro. Has actual pc + wifi.,en,Private room,1,No
266,660,100908,1160901,2012-04-21,2135100,Nick,"I really enjoyed my stay. Javier and Nitza were extremely welcoming and looked after me well. They speak excellent English and my stay here made for an excellent introduction to Santiago.

The house is a half hour walk or a fifteen minute metro ride to most places that you'll want to go.

A very friendly stay in a family atmosphere - thank you ;)

",en,Private room,1,No
267,661,100908,1824635,2012-07-28,2537512,Emily,"Although Nitza wasn't there (she was traveling), her son Javier greeted us (quite late at night).  The communication was great, and the trust was amazing.  I was sick on the day we were there and Javier let us stay for the whole day (flight was late at night), no problem.

Javier speaks perfect English.

Very comfortable house.  The only thing was the bed was a single bed, and we are a couple.

Thanks Javier for your hospitality.",en,Private room,1,No
268,662,100908,3358554,2013-01-16,4529773,Matias,"Nitza's place is great for those who treasure privacy. During the week I barely saw her. There was no akwardness or unnecessary chit chat. The room is clean, yet it could have a cleanner look (it is a little messy). ",en,Private room,1,No
269,663,100908,3646504,2013-02-27,431014,Joyce,I have been staying in Nitza's home for one month and just signed up for another month! Great host and great location.,en,Private room,1,No
270,664,100908,3919536,2013-03-27,431014,Joyce,"I enjoyed getting to know Nitza and her son, Javier. They are interesting an delightful people. The house is very comfortable with 
1 1/2 bathrooms. Javier has his own floor on the third floor. There is also an open air patio. The townhouse is located in a gated townhouse community but right in the city. It is 1 1/2 blocks to the Metro Station on the green line. There are several supermarkets and ample nightlife within walking distance. The main street in Santiago, known to Chileans as Alameda is a 15 minute walk.",en,Private room,1,No
271,665,100908,8914381,2013-11-25,9896664,Bill,"I really enjoyed my stay in Santiago. unfortunately it was too short.
the room and bed were very comfortable. I felt safe there.
Nitza helped me with phone calls and making travel arrangements which was greatly appreciated.

I would stay at Nitza's again. Thanks.

",en,Private room,1,No
272,667,100908,10146028,2014-02-03,2299088,Mercedes Paloma,"Where to start… Nitza is more than amazing … she went beyond to accommodate so many things for me. I was there to attend classes for an entire week at a university nearby. I walked every morning and ended up coming back sometimes pretty late and the neighborhood was safe.  Walking distance to everything and access to a metro station a few blocks away. Close to several busy avenues, restaurants and parks.  ",en,Private room,1,No
273,668,100908,12007047,2014-04-21,13166646,Joe,"Nitza has been wonderful as my schedule continued to change. In fact, due to extenuating circumstances, I had to cancel. She was very kind and gracious about it. Hopefully I'll get to meet with her soon!",en,Private room,1,No
274,669,100908,16378842,2014-07-26,16435214,Nate,"Nitza was a great host.  She had some useful advice relating to my interests.  The house is literally a block away from a metro stop, so the whole city is easy to reach.  I would recommend for anyone planning to stay in Santiago.",en,Private room,1,No
275,670,100908,16595052,2014-07-29,15654812,Miguel,"My partner, Roxy Salazer, stayed at Nitza's and this is what she had to say:

""Nitza was very welcoming and sweet! The room was just perfect for my stay, the internet was great, and she had an awesome heater that kept me warm on those chilly Chilean nights!""",en,Private room,1,No
276,671,100908,16952799,2014-08-04,19084425,Ben,Nitza was a wonderful hostess - she sent me a number of emails and gave me some great advice before I even arrived in santiago. When I was there she was flexible and friendly and helped me to find my way around the city. Her house is located conviently and centrally in santiago and is a great place to use to explore the city. I will definitely stay with Nitza again when I next pass through santiago. ,en,Private room,1,No
277,674,100908,23064312,2014-11-22,4068553,Jeanne,"Nitza has a wide open heart and a warm and welcoming home in an incredibly accessible and safe area in central Santiago.  She made me feel like I was part of the family, ensured my pickups to and from the airport were seamless,  and was fantastic with communication from beginning to end. The room was clean and comfortable and I look forward to staying again during my next visit to Santiago!",en,Private room,1,No
278,675,100908,23259578,2014-11-26,1016585,Jasmine,"I made my 3-night reservation very last minute - the day before - but Nitza responded promptly and provided clear information on how best to get to her place.  I arrived on a late flight, and she stayed up to make sure I would get in ok. She was extremely friendly and helpful. The house is situated in a safe, quiet and convenient area and the room itself was neat and comfortable. ",en,Private room,1,No
279,676,100908,23780989,2014-12-09,21908688,Bernie,"Nitza, thank you so much. She was extremely friendly and helpful. I would definitely stay with Nitza again. ",en,Private room,1,No
280,677,100908,24012680,2014-12-16,2909375,Smita,"Nitza is a wonderful host! She is warm, super-affectionate and replies very promptly. The house is in a safe quiet residential area. Very close to metro and amenities (supermarket etc). ",en,Private room,1,No
281,680,100908,25841990,2015-01-27,1691865,Jim,"   The ""Room in Family House"" in Barrio Brazil was an excellent place to stay.
   First, the location is about three minutes from a metro station, on one of the two lines of the system most useful to tourists, with about a ten minute ride for the two stops to the Plaza de Armas historic center of the city.
   Second, security is provided by an entry gate staffed at all hours that I ever came thru.
   Third, the apartment provided all facilities of good quality, and the bedroom looks out onto a garden court that is generally quite, save for some occasional barking.
   Finally, the host Nitza is friendly and quickly responsive to any needs.  
   Great location, solid security, fine facilities, and friendly host: a good value for the price.",en,Private room,1,No
282,681,100908,25946520,2015-01-30,9618700,Richard,"Lovely time with Nitza ...very welcoming and hilarious evening over a bottle of wine catching up on life, the universe and everything.. Nitza even popped out to the local bar so I could taste a local cocktail known as a 'terremorto'( an earthquake)... She even have me a lift to the station the day I left! Thanks Nitza! ",en,Private room,1,No
283,682,100908,28127595,2015-03-18,11617758,Phyllis,"Nitza was welcoming though my lack of Spanish made general communications difficult. As a single person the room was very small with a single bed and my small case; it was very warm in Santiago and with no AC the room was very warm. The bathroom next door is shared with Nitza and her son who occupies the top floor. A shelf was available in the fridge and I could wash some clothes. The main concern for me was that the back door was left open at all times, there was no key for me, and no lock on my bedroom door, and although there is a guard for the houses in the compound I wasn't happy, although I personally didn't feel unsafe. The house is well situated for access to the metro and a supermarket. 
",en,Private room,1,No
284,685,100908,35066048,2015-06-15,11952374,Mark,"What a wonderful stay in Santiago. Nitza is such a happy and energetic person. It is clear that she loves being an Airbnb superhost. I felt welcomed like a member of her family, spending time with Nitza and her son and daughter. Nitza and her daughter even joined me on a visit to the Concha y Toro winery. 

Her house is in a great location just two minutes from a metro station. I enjoyed my stay at Nitza's house very much. I would be happy to stay here any time I am in Santiago. ",en,Private room,1,No
285,687,100908,38784463,2015-07-18,18268732,Hugo,"Nitza was a very warm host that will enjoy a lot speaking with you. She was very accomodating during the 10 days I spent there. The room is clean, you can come and go as you wish.
The house is 10 min walking from the city center and 1min from the subway.
I would recommand Nitza's place very much
",en,Private room,1,No
286,688,100908,40034373,2015-07-27,38070360,다솔,"I stayed in Santiago in Nitza's place for 5 days. Although it was my first time visiting in Chile and South America, I felt very comfortable and she greeted me nicely and warmly from the day I arrived. I could travel almost famous places in Santiago by walk and subway, quite close to metro Cumming and Plaza de Armas which connects every tourist attraction. The best thing was that it had a private heater in the room in the winter:) I really recommend Nitza's place! ",en,Private room,1,No
287,691,100908,42790143,2015-08-15,29109552,Michelle,"Nitza was a very nice and pleasant host.  She treats you with the utmost respect and privacy and also like one of her own family.  She loves to tell stories about her experiences and travel and is a pleasure to be around!  She is so helpful.  Her location is two blocks from the metro station, and from there you can take connecting metros and the bus terminal anywhere, Vina Del Mar is only 90 minutes by bus, and works out beautifully if you want to see both Santiago and the coast, along with Casablanca and the wine lands.  I highly recommend staying with Nitza.  ",en,Private room,1,No
288,693,100908,53677558,2015-11-11,19135413,Ernesto,"Nitza was a great hostess, always concerned about my well being and that I was comfortable. The place was just as listed and very comfortable with all the amenities anyone would need. Good internet connection and TV in the room. Very private and quiet. The neighborhood was good with excellent access to the metro, restaurants, shops an downtown Santiago. I would definitely return and highly recommend this place to anyone wanting to get to know Santiago. En espanol, fue una experiencia muy buena y Nitza fue una anfitriona superlativa, quien siempre se preocupo de mi comodidad. Tenia de todo lo que se dijo, con buena cama, wifi, internet, TV, and a quiet room with a bathroom right next to the room. Yo definitivamente volveria a quedarme con Nitza y recomiendo su casa a cualquiera. Muy buena ubicacion y con acceso al metro, restaurantes, tiendas y al centro de Santiago. ",en,Private room,1,No
289,694,100908,54815236,2015-11-23,21539923,Simon,"Nitza is a fantastic host and her apartment is a great place to stay.   The rooms are very comfortable and clean, wifi is good and the house is very quiet. 

Nitza is very kind and helpful and nothing is a problem for her.  She is great to talk with and can provide lots of information about Santiago and especially about her neighborhood.  Its a good location; the metro and shops are a 5 minute walk and there's lots of great cafes, bars etc. ",en,Private room,1,No
290,695,100908,55324914,2015-11-29,46890079,Scott G,"Nitza is amazing.  She made me feel  welcome and I felt like this was home. The room and bed were very comfortable. The area very safe, 1 block walk to the metro station.  She helped me with my Spanish and gave great directions for places to see and things to do.  I would stay here again.",en,Private room,1,No
291,697,100908,59340688,2016-01-09,45141063,Matthew,NItza was a an excellent host made me feel very welcome in Santiago. The room and location was exactly what i was looking for. She gave me tips on what to see in the main downtown area as well as her neighbourhood. Great graffiti in the surrounding area if you are into that type of thing.  ,en,Private room,1,No
292,698,100908,59883714,2016-01-16,31589749,Fernanda,"This lovely Bedroom is one of the coziest I´ve ever been. Nitza is a great host, caring and helping her guests above and beyond. The place has a great location to visit all the main spots in Santiago´s city center and just a block from the subway to reach any other destination.",en,Private room,1,No
293,699,100908,61340368,2016-02-02,2752689,Michael H.,"I think Nitza is really nice person.  She really wants to hep her guests.  She actually did a load of laundry for me and gave me ride to a hostel. Her home is an very nice gated community in funky part of town.  A few drawbacks are the place is much smaller than it looks.  The kitchen is very tiny and you can just about turn around, but its very clean.  The bedroom is small and really is her daughters and she has all of her stuff on the shelves.  I didn't know Nitza smokes cigarettes and if the is an issue you need to know that.  She smokes outside, but the smell is the smell. Overall, i you want a nice place, close to the Brasil district and with a sense of community I think for few days to get situated Nitza is a good choice.  You are really getting what you pay for so just see it for what it is. I am sure there are much better and much worse.  Yet like I say, I like her. She is a straight forward, kind and real person and she wants to help you. ",en,Private room,1,No
294,702,100908,70001523,2016-04-15,5384118,Danica,"Nitza was so very sweet and helpful!! She is super relaxed, easy going and very easy to communicate (instantly) with. Staying at her place seemed like being at home and I would go back to her place at any time! She also helped me with all her heart in a very difficult personal situation and I am very thankful for that. 

The neighbourhood is surely a hip one with many inexpensive bars and restaurants. Very cebtral as well. 

",en,Private room,1,No
295,703,100908,77039879,2016-05-30,39195526,Joshi,"A nice bedroom, with a small desk, TV and heater included.  It's two blocks away from the nearest metro station.  Nitza, the host, is a nice and helpful person.

Una habitación agradable, con escritorio, TV y calefacción incluida.  Queda a dos  cuadras del metro y el barrio es seguro.  Nitza fue amable y atenta conmigo.",en,Private room,1,No
296,704,100908,78477669,2016-06-06,33708358,Matt,"Nitza is an amazing host and wonderful cook/baker. If you're lucky to have some of her apple pie, you won't forget it. She was extremely helpful with everything, and the room was very comfortable.  Thank you! ",en,Private room,1,No
297,708,100908,95974039,2016-08-21,19136333,Matthew,"Nitza was very accommodating and helpful for my short stay. Barrio Yungay is a great neighborhood, too! Highly recommended!",en,Private room,1,No
298,709,100908,108804461,2016-10-17,96558035,Gaïa,"There was a small misunderstanding with the booking but Nitza was really nice and helpful, I got my money back in 3 days!
Thank you very much and another time maybe!",en,Private room,1,No
